date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,icao_cat,cbp_flag,actual_landing,gate
31-Mar-26,11:40,EI108,New York (JFK),JFK,Aer Lingus,A21N,EI-XLV,C,TRUE,11:38,411
31-Mar-26,11:40,LH978,Frankfurt (FRA),FRA,Lufthansa,A20N,D-AIJD,C,FALSE,11:24,119
31-Mar-26,11:45,EI60,San Francisco (SFO),SFO,Aer Lingus,A333,EI-EIN,E,TRUE,12:48,406
31-Mar-26,11:50,SK537,Copenhagen (CPH),CPH,SAS,A20N,EI-SIB,C,FALSE,11:29,R101
31-Mar-26,12:00,BA828,London (LHR),LHR,British Airways,A21N,G-TNEE,C,FALSE,11:46,423
31-Mar-26,12:00,FR4284,Marseille (MRS),MRS,Ryanair,B738,SP-RSQ,C,FALSE,11:58,210
31-Mar-26,12:05,EI142,Cancun (CUN),CUN,Aer Lingus,A333,EI-FNH,E,FALSE,12:12,409
31-Mar-26,12:05,EI333,Berlin (BER),BER,Aer Lingus,A320,EI-GAM,C,FALSE,12:08,415
31-Mar-26,12:05,FR1739,Valencia (VLC),VLC,Ryanair,B738,EI-EGD,C,FALSE,12:10,209
31-Mar-26,12:05,WF372,Bergen (BGO),BGO,Wideroe,E290,LN-WEB,C,FALSE,11:41,R101
31-Mar-26,12:10,EI651,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DEI,C,FALSE,11:44,405
31-Mar-26,12:10,LX400,Zurich (ZRH),ZRH,Swiss,BCS3,HB-JCJ,C,FALSE,12:04,R101
31-Mar-26,12:15,EI52,Seattle (SEA),SEA,Aer Lingus,A332,EI-DUO,E,TRUE,11:32,404
31-Mar-26,12:15,FR6920,Barcelona (BCN),BCN,Ryanair,B738,SP-RKV,C,FALSE,12:38,202
31-Mar-26,12:16,,Glasgow (GLA),GLA,NetJets,C56X,G-NJAK,C,FALSE,12:00,R110
31-Mar-26,12:20,EI593,Madrid (MAD),MAD,Aer Lingus,A320,EI-DVG,C,FALSE,12:01,415
31-Mar-26,12:20,EW2774,Stuttgart (STR),STR,Eurowings,A319,D-AGWV,C,FALSE,12:25,R101
31-Mar-26,12:20,FR7137,Lisbon (LIS),LIS,Ryanair,B38M,9H-VVL,C,FALSE,12:16,105
31-Mar-26,12:20,EK161,Dubai (DXB),DXB,Emirates,B77W,A6-ENV,C,FALSE,12:20,R101
31-Mar-26,12:25,EA3555,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,12:06,421
31-Mar-26,12:25,FR3955,Nice (NCE),NCE,Ryanair,B38M,9H-VUZ,C,FALSE,12:29,201
31-Mar-26,12:30,FR817,Edinburgh (EDI),EDI,Ryanair,B38M,EI-ILH,C,FALSE,12:34,210
31-Mar-26,12:30,FR1924,Warsaw (WMI),WMI,Ryanair,B38M,EI-IJD,C,FALSE,12:18,202
31-Mar-26,12:35,FR438,Reus (REU),REU,Ryanair,B738,SP-RKD,C,FALSE,12:31,206
31-Mar-26,12:35,FR9457,Bologna (BLQ),BLQ,Ryanair,B738,9H-QCX,C,FALSE,12:23,210
31-Mar-26,12:40,KL1139,Amsterdam (AMS),AMS,KLM,E295,PH-NXW,C,FALSE,12:35,118
31-Mar-26,12:45,EI205,Manchester (MAN),MAN,Aer Lingus,A21N,EI-LRE,C,FALSE,12:32,415
31-Mar-26,12:50,EI343,Zurich (ZRH),ZRH,Aer Lingus,A320,EI-EDS,C,FALSE,12:27,408
31-Mar-26,12:50,EI563,Barcelona (BCN),BCN,Aer Lingus,A20N,EI-NSD,C,FALSE,12:42,411
31-Mar-26,12:55,EI433,Milan (LIN),LIN,Aer Lingus,A320,EI-DEP,C,FALSE,12:58,411
31-Mar-26,12:55,FR287,London (STN),STN,Ryanair,B738,SP-RKW,C,FALSE,12:39,209
31-Mar-26,13:00,FR25,Paris (BVA),BVA,Ryanair,B38M,EI-IJZ,C,FALSE,12:45,208
31-Mar-26,13:00,PC1157,Istanbul (SAW),SAW,Pegasus,A20N,TC-NBA,C,FALSE,12:44,R101
31-Mar-26,13:05,EI353,Munich (MUC),MUC,Aer Lingus,A320,EI-DVH,C,FALSE,13:00,413
31-Mar-26,13:05,FR663,Birmingham (BHX),BHX,Ryanair,B738,EI-GXK,C,FALSE,13:07,206
31-Mar-26,13:15,EA3223,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,14:41,419
31-Mar-26,13:15,EI3323,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,12:52,420
31-Mar-26,13:15,FI418,Reykjavik (KEF),KEF,Icelandair,B39M,TF-ICA,C,FALSE,13:14,R101
31-Mar-26,13:20,FR1112,London (LGW),LGW,Ryanair,B738,9H-QAD,C,FALSE,12:55,205
31-Mar-26,13:20,MS775,Cairo (CAI),CAI,Egyptair (90 Years Sticker),A20N,SU-GFO,C,FALSE,13:12,R101
31-Mar-26,13:22,,Cork (ORK),ORK,Aer Lingus,A320,EI-DVN,C,FALSE,13:05,415
31-Mar-26,13:25,EI643,Prague (PRG),PRG,Aer Lingus,A320,EI-DES,C,FALSE,13:03,410
31-Mar-26,13:30,EI159,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,FALSE,13:16,406
31-Mar-26,13:30,FR5569,Rome (FCO),FCO,Ryanair,B38M,EI-IFW,C,FALSE,14:32,207
31-Mar-26,13:35,EI403,Rome (FCO),FCO,Aer Lingus,A320,EI-DEH,C,FALSE,14:17,405
31-Mar-26,13:35,FR7045,Malaga (AGP),AGP,Ryanair,B738,SP-RKM,C,FALSE,14:15,204
31-Mar-26,13:40,EI661,Vienna (VIE),VIE,Aer Lingus,A320,EI-DVL,C,FALSE,13:10,410
31-Mar-26,13:40,EI3253,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPN,B,FALSE,13:18,420
31-Mar-26,13:40,FR9588,Cluj-Napoca (CLJ),CLJ,Ryanair,B38M,EI-IHC,C,FALSE,13:22,210
31-Mar-26,13:45,EI3265,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,13:30,418
31-Mar-26,13:45,FR5195,Bucharest (OTP),OTP,Ryanair,B38M,EI-HGP,C,FALSE,13:57,210
31-Mar-26,13:45,FR7031,Faro (FAO),FAO,Ryanair,B738,SP-RNP,C,FALSE,13:52,201
31-Mar-26,13:55,FR435,Liverpool (LPL),LPL,Ryanair,B38M,9H-VVJ,C,FALSE,15:06,203
31-Mar-26,13:55,FR8936,Malta (MLA),MLA,Ryanair,B38M,EI-HET,C,FALSE,14:11,204
31-Mar-26,14:00,EI605,Amsterdam (AMS),AMS,Aer Lingus,A21N,EI-XLU,C,FALSE,13:50,412
31-Mar-26,14:00,FR11,Madrid (MAD),MAD,Ryanair,B38M,EI-HMZ,C,FALSE,14:23,203
31-Mar-26,14:05,EI451,Naples (NAP),NAP,Aer Lingus (Retro livery),A320,EI-DVM,C,FALSE,14:08,412
31-Mar-26,14:05,FR559,Manchester (MAN),MAN,Ryanair,B738,EI-EMH,C,FALSE,14:27,104
31-Mar-26,14:10,EI423,Venice (VCE),VCE,Aer Lingus,A320,EI-DVE,C,FALSE,13:55,409
31-Mar-26,14:10,EI525,Paris (CDG),CDG,Aer Lingus,A21N,EI-LRG,C,FALSE,14:00,408
31-Mar-26,14:20,EA3267,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,14:54,420
31-Mar-26,14:22,,Gran Canaria (LPA),LPA,-,H25B,OY-JBJ,C,FALSE,14:25,R101
31-Mar-26,14:29,,Rome (FCO),FCO,Aer Lingus,A320,EI-DER,C,FALSE,14:51,415
31-Mar-26,14:30,EI68,Los Angeles (LAX),LAX,Aer Lingus,A333,EI-GAJ,E,TRUE,15:04,415
31-Mar-26,14:30,BA830,London (LHR),LHR,British Airways,A320,G-EUYC,C,FALSE,14:35,425
31-Mar-26,14:30,FR338,London (LTN),LTN,Ryanair,B738,EI-EVJ,C,FALSE,15:02,205
31-Mar-26,14:35,EA3227,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,15:00,422
31-Mar-26,14:35,FR117,London (LGW),LGW,Ryanair,B38M,EI-IHN,C,FALSE,15:20,205
31-Mar-26,14:35,FR203,London (STN),STN,Ryanair,B38M,EI-HGW,C,FALSE,15:11,203
31-Mar-26,14:40,EI505,Bordeaux (BOD),BOD,Aer Lingus,A320,EI-DEJ,C,FALSE,14:49,410
31-Mar-26,14:40,EA3255,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,15:14,421
31-Mar-26,14:45,EI581,Malaga (AGP),AGP,Aer Lingus,A333,EI-EIL,E,FALSE,14:37,406
31-Mar-26,14:45,EI493,Faro (FAO),FAO,Aer Lingus,A320,EI-EDP,C,FALSE,15:09,413
31-Mar-26,14:45,FR5911,Lanzarote (ACE),ACE,Ryanair,B38M,9H-VUQ,C,FALSE,14:45,202
31-Mar-26,14:50,EI163,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,FALSE,14:30,414
31-Mar-26,14:50,EI393,Hamburg (HAM),HAM,Aer Lingus,A320,EI-DEI,C,FALSE,17:30,411
31-Mar-26,14:50,FR830,Venice (VCE),VCE,Ryanair,B738,9H-QEW,C,FALSE,14:56,111
31-Mar-26,14:55,FR6841,Naples (NAP),NAP,Ryanair,B738,EI-DPN,C,FALSE,15:28,208
31-Mar-26,15:00,FR5556,Tenerife (TFS),TFS,Ryanair,B738,SP-RNS,C,FALSE,15:17,209
31-Mar-26,15:05,BA4464,London (LCY),LCY,British Airways,E190,G-LCAE,C,FALSE,15:38,425
31-Mar-26,15:05,FR95,Gran Canaria (LPA),LPA,Ryanair,B38M,EI-HEN,C,FALSE,15:31,203
31-Mar-26,15:25,AF1816,Paris (CDG),CDG,Air France,BCS3,F-HZUN,C,FALSE,16:02,115
31-Mar-26,15:25,EI477,Dubrovnik (DBV),DBV,Aer Lingus,A320,EI-DEK,C,FALSE,15:23,404
31-Mar-26,15:25,EI441,Athens (ATH),ATH,Aer Lingus,A320,EI-DVK,C,FALSE,15:35,413
31-Mar-26,15:30,EI209,Manchester (MAN),MAN,Aer Lingus,A320,EI-GAM,C,FALSE,15:33,403
31-Mar-26,15:35,FR507,Bristol (BRS),BRS,Ryanair,B738,SP-RKD,C,FALSE,15:25,206
31-Mar-26,15:35,FR3007,Amsterdam (AMS),AMS,Ryanair,B738,EI-DPP,C,FALSE,15:42,204
31-Mar-26,15:35,FR5404,Murcia (RMU),RMU,Ryanair,B38M,EI-IHY,C,FALSE,15:40,210
31-Mar-26,15:35,FR7047,Malaga (AGP),AGP,Ryanair,B38M,EI-ILC,C,FALSE,16:24,207
31-Mar-26,15:40,FR153,Leeds (LBA),LBA,Ryanair,B38M,9H-VUW,C,FALSE,15:49,210
31-Mar-26,15:40,FR1115,Reus (REU),REU,Ryanair,B738,9H-QCT,C,FALSE,15:47,204
31-Mar-26,15:45,EI165,London (LHR),LHR,Aer Lingus,A320,EI-FNJ,C,FALSE,15:45,407
31-Mar-26,16:00,TK1977,Istanbul (IST),IST,Turkish Airlines,B738,TC-JHV,C,FALSE,15:52,113
31-Mar-26,16:05,BA4466,London (LCY),LCY,British Airways,E190,G-LCYS,C,FALSE,16:00,426
31-Mar-26,16:05,FR8911,Zagreb (ZAG),ZAG,Lauda Europe,A320,9H-LAX,C,FALSE,15:55,206
31-Mar-26,16:15,FR7327,Prague (PRG),PRG,Ryanair,B738,SP-RSF,C,FALSE,15:57,209
31-Mar-26,16:25,FR561,Manchester (MAN),MAN,Ryanair,B38M,EI-ILJ,C,FALSE,16:05,213
31-Mar-26,16:25,FR1455,Milan (MXP),MXP,Ryanair,B738,9H-QDI,C,FALSE,16:44,203
31-Mar-26,16:25,FR7035,Faro (FAO),FAO,Ryanair,B738,EI-DPL,C,FALSE,16:15,209
31-Mar-26,16:28,,Katowice (KTW),KTW,Ryanair,CL35,M-ASBA,C,FALSE,17:03,208
31-Mar-26,16:30,FR1024,Budapest (BUD),BUD,Ryanair,B38M,EI-IFS,C,FALSE,16:12,R101
31-Mar-26,16:35,EI161,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,FALSE,16:10,412
31-Mar-26,16:40,EI777,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-DVI,C,FALSE,16:32,R101
31-Mar-26,16:40,KL1141,Amsterdam (AMS),AMS,KLM,E190,PH-EZL,C,FALSE,16:35,118
31-Mar-26,16:44,FX5201,Liege (LGG),LGG,FedEx,B763,N107FE,D,FALSE,16:21,R101
31-Mar-26,16:45,EA3257,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,16:52,417
31-Mar-26,16:50,FR3976,Barcelona (BCN),BCN,Ryanair,B738,9H-QCA,C,FALSE,17:08,210
31-Mar-26,16:50,LH980,Frankfurt (FRA),FRA,Lufthansa,A321,D-AISH,C,FALSE,16:59,R101
31-Mar-26,16:55,VL2518,Munich (MUC),MUC,Lufthansa City,A20N,D-AIIC,C,FALSE,16:54,R101
31-Mar-26,17:00,FR4410,Rhodes (RHO),RHO,Ryanair,B738,SP-RND,C,FALSE,16:50,202
31-Mar-26,17:05,FR5150,Glasgow (GLA),GLA,Ryanair,B38M,EI-IHC,C,FALSE,17:10,208
31-Mar-26,17:15,AY1385,Helsinki (HEL),HEL,Finnair,A319,OH-LVH,C,FALSE,17:06,R101
31-Mar-26,17:15,EI167,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,FALSE,16:57,410
31-Mar-26,17:15,EI3225,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,16:47,415
31-Mar-26,17:20,EA3331,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,17:02,421
31-Mar-26,17:25,FR665,Birmingham (BHX),BHX,Ryanair,B38M,9H-VVJ,C,FALSE,18:29,205
31-Mar-26,17:25,FR7241,Madrid (MAD),MAD,Ryanair,B738,EI-EBY,C,FALSE,18:05,210
31-Mar-26,17:30,FR339,London (LTN),LTN,Ryanair,B738,SP-RKM,C,FALSE,18:22,209
31-Mar-26,17:35,FR4267,Verona (VRN),VRN,Ryanair,B738,9H-QEK,C,FALSE,17:36,206
31-Mar-26,17:40,EI609,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-DEP,C,FALSE,17:34,407
31-Mar-26,17:40,FR289,London (STN),STN,Ryanair,B38M,EI-HMW,C,FALSE,17:59,208
31-Mar-26,17:40,FR441,Liverpool (LPL),LPL,Ryanair,B38M,EI-IHN,C,FALSE,18:17,206
31-Mar-26,17:40,FR1975,Poznan (POZ),POZ,Ryanair,B738,EI-GJT,C,FALSE,17:13,203
31-Mar-26,17:45,EI405,Rome (FCO),FCO,Aer Lingus,A320,EI-DEL,C,FALSE,17:53,410
31-Mar-26,17:50,EI527,Paris (CDG),CDG,Aer Lingus,A320,EI-EDS,C,FALSE,17:57,406
31-Mar-26,17:50,LX404,Zurich (ZRH),ZRH,airBaltic,BCS3,YL-BTB,C,FALSE,17:39,R101
31-Mar-26,17:54,5X207,Louisville (SDF),SDF,UPS,B763,N327UP,D,FALSE,18:27,R101
31-Mar-26,17:55,EI545,Nice (NCE),NCE,Aer Lingus,A320,EI-GAL,C,FALSE,17:43,403
31-Mar-26,17:55,FR1993,La Rochelle (LRH),LRH,Ryanair,B738,EI-GXK,C,FALSE,17:41,210
31-Mar-26,17:55,TK6425,Istanbul (IST),IST,Turkish Airlines,33X,,C,FALSE,,R101
31-Mar-26,18:05,EI515,Marseille (MRS),MRS,Aer Lingus,A320,EI-DEM,C,FALSE,18:02,404
31-Mar-26,18:05,EI553,Lyon (LYS),LYS,Aer Lingus,A21N,EI-LRF,C,FALSE,17:50,406
31-Mar-26,18:05,TP1324,Lisbon (LIS),LIS,TAP Express,E190,CS-TPO,C,FALSE,18:38,113
31-Mar-26,18:10,EA3217,Isle of Man (IOM),IOM,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,17:45,421
31-Mar-26,18:10,FR1987,Nantes (NTE),NTE,Ryanair,B38M,9H-VUZ,C,FALSE,17:55,205
31-Mar-26,18:20,EI169,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,FALSE,17:48,403
31-Mar-26,18:20,FR4037,Milan (BGY),BGY,Ryanair,B38M,9H-VVR,C,FALSE,18:58,201
31-Mar-26,18:20,SK2537,Copenhagen (CPH),CPH,SAS,A20N,EI-SIG,C,FALSE,18:08,R101
31-Mar-26,18:21,H5334,Poznan (POZ),POZ,VistaJet,C56X,D-CXLS,C,FALSE,18:15,R101
31-Mar-26,18:25,AF1116,Paris (CDG),CDG,Air France,BCS3,F-HZUA,C,FALSE,18:25,115
31-Mar-26,18:30,FR9777,Nimes (FNI),FNI,Ryanair,B738,SP-RKV,C,FALSE,18:34,207
31-Mar-26,18:35,EI3327,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,18:45,411
31-Mar-26,18:35,EA3931,Newquay (NQY),NQY,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,18:11,420
31-Mar-26,18:40,BA832,London (LHR),LHR,British Airways,A320,G-EUYA,C,FALSE,18:31,424
31-Mar-26,18:40,BA4472,London (LCY),LCY,British Airways,E190,G-LCAG,C,FALSE,18:20,426
31-Mar-26,18:45,EI3243,Aberdeen (ABZ),ABZ,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,18:52,421
31-Mar-26,18:45,FR119,London (LGW),LGW,Ryanair,B38M,9H-VUQ,C,FALSE,18:47,202
31-Mar-26,18:45,FR509,Bristol (BRS),BRS,Ryanair,B38M,EI-HGG,C,FALSE,19:17,211
31-Mar-26,18:45,FR7063,Alicante (ALC),ALC,Ryanair,B738,SP-RKH,C,FALSE,18:36,201
31-Mar-26,18:50,FR205,London (STN),STN,Ryanair,B738,SP-RNS,C,FALSE,19:21,206
31-Mar-26,18:55,FR5307,Kerry (KIR),KIR,Ryanair,B738,SP-RKD,C,FALSE,18:41,202
31-Mar-26,19:00,FR809,Edinburgh (EDI),EDI,Ryanair,B38M,EI-IHY,C,FALSE,19:38,208
31-Mar-26,19:10,FR3101,Amsterdam (AMS),AMS,Ryanair,B38M,EI-HET,C,FALSE,18:53,207
