Season_Code,Week_In_Year,Week_Start,Terminal,Airline,Airline_Name,Flight_Category,Aircraft_Family,Weekly_Movements,Peak_Day_Movements,Avg_Load_Factor_Pct
W24,7,2025-02-17,T1,AF,Air France,International Short-Haul,A320,40,7,83%
W24,7,2025-02-17,T1,KL,KLM,International Short-Haul,A320,40,7,84%
W24,7,2025-02-17,T1,IB,Iberia,International Short-Haul,A320,25,5,83%
W24,7,2025-02-17,T1,VY,Vueling,International Short-Haul,A320,22,4,82%
W24,7,2025-02-17,T1,OS,Austrian,International Short-Haul,A320,14,3,83%
W24,7,2025-02-17,T1,SK,SAS,International Short-Haul,A320,13,2,84%
W24,7,2025-02-17,T1,AY,Finnair,International Short-Haul,A320,10,2,83%
W24,7,2025-02-17,T1,TK,Turkish Airlines,International Long-Haul,A320,18,3,85%
W24,7,2025-02-17,T1,U2,easyJet,International Short-Haul,A320,51,10,82%
W24,7,2025-02-17,T1,W6,Wizz Air,International Short-Haul,A320,43,7,84%
W24,7,2025-02-17,T2,AA,American Airlines,Transatlantic CBP,B787,28,5,87%
W24,7,2025-02-17,T2,UA,United Airlines,Transatlantic CBP,B787,14,2,90%
W24,7,2025-02-17,T2,DL,Delta Air Lines,Transatlantic CBP,A330,7,1,89%
W24,7,2025-02-17,T2,AC,Air Canada,Transatlantic CBP,B787,7,1,90%
W24,7,2025-02-17,T2,EK,Emirates,International Long-Haul,B777,12,2,86%
W24,7,2025-02-17,T2,EY,Etihad,International Long-Haul,A330,7,1,84%
W24,7,2025-02-17,T1,5X,UPS,Cargo,B767,6,1,nan%
W24,7,2025-02-17,T1,FX,FedEx,Cargo,A320,4,1,nan%
W24,8,2025-02-24,T1,FR,Ryanair,International Short-Haul,B737,850,162,81%
W24,8,2025-02-24,T1,FR,Ryanair,International Short-Haul,A320,59,11,80%
W24,8,2025-02-24,T1,FR,Ryanair,Domestic,B737,42,7,69%
W24,8,2025-02-24,T2,EI,Aer Lingus,International Short-Haul,A320,287,52,83%
W24,8,2025-02-24,T2,EI,Aer Lingus,Transatlantic CBP,A330,104,18,89%
W24,8,2025-02-24,T2,EI,Aer Lingus,Transatlantic CBP,B787,49,9,87%
W24,8,2025-02-24,T2,EI,Aer Lingus,International Long-Haul,A330,12,2,83%
W24,8,2025-02-24,T2,RE,Aer Lingus Regional,Domestic,ATR72,100,18,70%
W24,8,2025-02-24,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,64,12,81%
W24,8,2025-02-24,T2,BA,British Airways,International Short-Haul,A320,62,11,82%
W24,8,2025-02-24,T2,BA,British Airways,International Short-Haul,E-Jet,45,8,82%
W24,8,2025-02-24,T1,LH,Lufthansa,International Short-Haul,A320,36,7,84%
W24,8,2025-02-24,T1,AF,Air France,International Short-Haul,A320,33,6,83%
W24,8,2025-02-24,T1,KL,KLM,International Short-Haul,A320,34,6,82%
W24,8,2025-02-24,T1,IB,Iberia,International Short-Haul,A320,22,4,83%
W24,8,2025-02-24,T1,VY,Vueling,International Short-Haul,A320,20,3,82%
W24,8,2025-02-24,T1,OS,Austrian,International Short-Haul,A320,12,2,82%
W24,8,2025-02-24,T1,SK,SAS,International Short-Haul,A320,12,2,82%
W24,8,2025-02-24,T1,AY,Finnair,International Short-Haul,A320,9,2,82%
W24,8,2025-02-24,T1,TK,Turkish Airlines,International Long-Haul,A320,17,3,86%
W24,8,2025-02-24,T1,U2,easyJet,International Short-Haul,A320,48,8,83%
W24,8,2025-02-24,T1,W6,Wizz Air,International Short-Haul,A320,40,7,82%
W24,8,2025-02-24,T2,AA,American Airlines,Transatlantic CBP,B787,25,5,87%
W24,8,2025-02-24,T2,UA,United Airlines,Transatlantic CBP,B787,13,2,86%
W24,8,2025-02-24,T2,DL,Delta Air Lines,Transatlantic CBP,A330,7,1,87%
W24,8,2025-02-24,T2,AC,Air Canada,Transatlantic CBP,B787,6,1,87%
W24,8,2025-02-24,T2,EK,Emirates,International Long-Haul,B777,11,2,83%
W24,8,2025-02-24,T2,EY,Etihad,International Long-Haul,A330,6,1,83%
W24,8,2025-02-24,T1,5X,UPS,Cargo,B767,5,1,nan%
W24,8,2025-02-24,T1,FX,FedEx,Cargo,A320,4,1,nan%
W24,9,2025-03-03,T1,FR,Ryanair,International Short-Haul,B737,941,168,81%
W24,9,2025-03-03,T1,FR,Ryanair,International Short-Haul,A320,65,12,83%
W24,9,2025-03-03,T1,FR,Ryanair,Domestic,B737,49,8,69%
W24,9,2025-03-03,T2,EI,Aer Lingus,International Short-Haul,A320,303,52,81%
W24,9,2025-03-03,T2,EI,Aer Lingus,Transatlantic CBP,A330,102,17,90%
W24,9,2025-03-03,T2,EI,Aer Lingus,Transatlantic CBP,B787,52,9,89%
W24,9,2025-03-03,T2,EI,Aer Lingus,International Long-Haul,A330,12,2,86%
W24,9,2025-03-03,T2,RE,Aer Lingus Regional,Domestic,ATR72,101,19,72%
W24,9,2025-03-03,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,70,13,82%
W24,9,2025-03-03,T2,BA,British Airways,International Short-Haul,A320,69,13,84%
W24,9,2025-03-03,T2,BA,British Airways,International Short-Haul,E-Jet,50,9,84%
W24,9,2025-03-03,T1,LH,Lufthansa,International Short-Haul,A320,42,8,82%
W24,9,2025-03-03,T1,AF,Air France,International Short-Haul,A320,37,7,81%
W24,9,2025-03-03,T1,KL,KLM,International Short-Haul,A320,38,7,82%
W24,9,2025-03-03,T1,IB,Iberia,International Short-Haul,A320,23,4,81%
W24,9,2025-03-03,T1,VY,Vueling,International Short-Haul,A320,22,4,81%
W24,9,2025-03-03,T1,OS,Austrian,International Short-Haul,A320,12,2,81%
W24,9,2025-03-03,T1,SK,SAS,International Short-Haul,A320,12,2,82%
W24,9,2025-03-03,T1,AY,Finnair,International Short-Haul,A320,10,2,82%
W24,9,2025-03-03,T1,TK,Turkish Airlines,International Long-Haul,A320,18,3,82%
W24,9,2025-03-03,T1,U2,easyJet,International Short-Haul,A320,52,10,81%
W24,9,2025-03-03,T1,W6,Wizz Air,International Short-Haul,A320,41,8,83%
W24,9,2025-03-03,T2,AA,American Airlines,Transatlantic CBP,B787,26,4,88%
W24,9,2025-03-03,T2,UA,United Airlines,Transatlantic CBP,B787,14,3,90%
W24,9,2025-03-03,T2,DL,Delta Air Lines,Transatlantic CBP,A330,7,1,89%
W24,9,2025-03-03,T2,AC,Air Canada,Transatlantic CBP,B787,7,1,90%
W24,9,2025-03-03,T2,EK,Emirates,International Long-Haul,B777,12,2,85%
W24,9,2025-03-03,T2,EY,Etihad,International Long-Haul,A330,6,1,85%
W24,9,2025-03-03,T1,5X,UPS,Cargo,B767,5,1,nan%
W24,9,2025-03-03,T1,FX,FedEx,Cargo,A320,4,1,nan%
W24,10,2025-03-10,T1,FR,Ryanair,International Short-Haul,B737,1004,170,82%
W24,10,2025-03-10,T1,FR,Ryanair,International Short-Haul,A320,67,12,84%
W24,10,2025-03-10,T1,FR,Ryanair,Domestic,B737,50,9,71%
W24,10,2025-03-10,T2,EI,Aer Lingus,International Short-Haul,A320,318,60,82%
W24,10,2025-03-10,T2,EI,Aer Lingus,Transatlantic CBP,A330,114,20,88%
W24,10,2025-03-10,T2,EI,Aer Lingus,Transatlantic CBP,B787,56,10,89%
W24,10,2025-03-10,T2,EI,Aer Lingus,International Long-Haul,A330,13,2,85%
W24,10,2025-03-10,T2,RE,Aer Lingus Regional,Domestic,ATR72,120,20,71%
W24,10,2025-03-10,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,79,14,84%
W24,10,2025-03-10,T2,BA,British Airways,International Short-Haul,A320,76,13,83%
W24,10,2025-03-10,T2,BA,British Airways,International Short-Haul,E-Jet,55,10,82%
W24,10,2025-03-10,T1,LH,Lufthansa,International Short-Haul,A320,46,9,82%
W24,10,2025-03-10,T1,AF,Air France,International Short-Haul,A320,40,8,85%
W24,10,2025-03-10,T1,KL,KLM,International Short-Haul,A320,41,7,83%
W24,10,2025-03-10,T1,IB,Iberia,International Short-Haul,A320,26,4,84%
W24,10,2025-03-10,T1,VY,Vueling,International Short-Haul,A320,23,4,82%
W24,10,2025-03-10,T1,OS,Austrian,International Short-Haul,A320,13,2,83%
W24,10,2025-03-10,T1,SK,SAS,International Short-Haul,A320,13,2,82%
W24,10,2025-03-10,T1,AY,Finnair,International Short-Haul,A320,11,2,83%
W24,10,2025-03-10,T1,TK,Turkish Airlines,International Long-Haul,A320,20,4,84%
W24,10,2025-03-10,T1,U2,easyJet,International Short-Haul,A320,56,10,83%
W24,10,2025-03-10,T1,W6,Wizz Air,International Short-Haul,A320,45,8,81%
W24,10,2025-03-10,T2,AA,American Airlines,Transatlantic CBP,B787,30,6,88%
W24,10,2025-03-10,T2,UA,United Airlines,Transatlantic CBP,B787,15,2,90%
W24,10,2025-03-10,T2,DL,Delta Air Lines,Transatlantic CBP,A330,7,1,87%
W24,10,2025-03-10,T2,AC,Air Canada,Transatlantic CBP,B787,8,1,88%
W24,10,2025-03-10,T2,EK,Emirates,International Long-Haul,B777,13,2,85%
W24,10,2025-03-10,T2,EY,Etihad,International Long-Haul,A330,6,1,84%
W24,10,2025-03-10,T1,5X,UPS,Cargo,B767,6,1,nan%
W24,10,2025-03-10,T1,FX,FedEx,Cargo,A320,4,1,nan%
W24,11,2025-03-17,T1,FR,Ryanair,International Short-Haul,B737,1248,219,87%
W24,11,2025-03-17,T1,FR,Ryanair,International Short-Haul,A320,92,17,84%
W24,11,2025-03-17,T1,FR,Ryanair,Domestic,B737,63,11,72%
W24,11,2025-03-17,T2,EI,Aer Lingus,International Short-Haul,A320,418,78,86%
W24,11,2025-03-17,T2,EI,Aer Lingus,Transatlantic CBP,A330,156,27,91%
W24,11,2025-03-17,T2,EI,Aer Lingus,Transatlantic CBP,B787,74,12,92%
W24,11,2025-03-17,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,86%
W24,11,2025-03-17,T2,RE,Aer Lingus Regional,Domestic,ATR72,152,28,72%
W24,11,2025-03-17,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,102,18,84%
W24,11,2025-03-17,T2,BA,British Airways,International Short-Haul,A320,101,19,87%
W24,11,2025-03-17,T2,BA,British Airways,International Short-Haul,E-Jet,70,13,85%
W24,11,2025-03-17,T1,LH,Lufthansa,International Short-Haul,A320,60,10,86%
W24,11,2025-03-17,T1,AF,Air France,International Short-Haul,A320,53,9,85%
W24,11,2025-03-17,T1,KL,KLM,International Short-Haul,A320,52,9,86%
W24,11,2025-03-17,T1,IB,Iberia,International Short-Haul,A320,33,6,85%
W24,11,2025-03-17,T1,VY,Vueling,International Short-Haul,A320,29,5,85%
W24,11,2025-03-17,T1,OS,Austrian,International Short-Haul,A320,17,3,85%
W24,11,2025-03-17,T1,SK,SAS,International Short-Haul,A320,17,3,85%
W24,11,2025-03-17,T1,AY,Finnair,International Short-Haul,A320,13,2,86%
W24,11,2025-03-17,T1,TK,Turkish Airlines,International Long-Haul,A320,26,4,88%
W24,11,2025-03-17,T1,U2,easyJet,International Short-Haul,A320,74,14,83%
W24,11,2025-03-17,T1,W6,Wizz Air,International Short-Haul,A320,61,11,85%
W24,11,2025-03-17,T2,AA,American Airlines,Transatlantic CBP,B787,39,7,91%
W24,11,2025-03-17,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,89%
